"URL","Size","# of Outlinks","Content-Type"
"https://www.latimes.com/business/story/2024-02-09/california-fast-food-workers-form-a-unique-union-for-higher-wages-better-working-conditions","334834 Byte","213","text/html"
"https://www.latimes.com/espanol/deportes/articulo/2024-02-17/henry-cejudo-liga-segunda-derrota-al-hilo-en-anaheim-en-ufc-298","252925 Byte","111","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2024-02-13/paramount-to-lay-off-800-staffers-in-cost-cutting-effort","330200 Byte","213","text/html"
"https://www.latimes.com/vegasguide/story/2022-03-08/master-of-ceremonies-douglas-kim-master-sommelier-now-helms-mgms-vegas-wine-program","261956 Byte","181","text/html"
"https://www.latimes.com/california/story/2023-10-19/psychiatric-patients-restraint-high-rate-california-los-angeles-general-hospital","507086 Byte","248","text/html"
"https://www.latimes.com/sports/story/2023-10-11/mma-retirement-pension-gavin-newsom-california-law-matt-haney","327763 Byte","212","text/html"
"https://www.latimes.com/brandpublishing/las-vegas-guide/story/2021-09-29/getting-some-air-soar-over-the-west-without-ever-leavi","262166 Byte","182","text/html"
"https://www.latimes.com/sports/hockey/ducks/story/2024-01-16/ducks-capitals-recap","297600 Byte","202","text/html"
"https://www.latimes.com/bestcovery/tips-for-working-from-home","69277 Byte","37","text/html"
"https://www.latimes.com/delos/story/2024-02-15/indigenous-wisdom-at-tia-chuchas-community-pride-at-watts-culture-fest-and-more-to-do-this-weekend","366384 Byte","241","text/html"
"https://www.latimes.com/tips/","9557 Byte","28","text/html"
"https://www.latimes.com/bestcovery/big-benefits-of-standing-desks","72019 Byte","39","text/html"
"https://www.latimes.com/sports/hockey/ducks/story/2024-01-15/alex-killorn-scores-in-overtime-ducks-panthers-recap","308681 Byte","206","text/html"
"https://www.latimes.com/vegasguide/story/2023-04-13/sein-of-the-times-jerry-seinfeld-returns-to-make-merry-at-caesars","258418 Byte","181","text/html"
"https://www.latimes.com/sports/story/2024-01-17/floyd-mayweather-jr-assault-lawsuit-los-angeles-yard-house","320270 Byte","212","text/html"
"https://www.latimes.com/california/story/2023-12-03/palmdale-dog-euthanasia","478141 Byte","228","text/html"
"https://www.latimes.com/brandpublishing/las-vegas-guide/story/2021-09-29/private-spa-experiences-perfect-for-a-day-of-pampering","260302 Byte","184","text/html"
"https://www.latimes.com/entertainment-arts/business/newsletter/2024-02-13/disneys-epic-games-deal-shows-iger-still-knows-what-the-kids-are-into-the-wide-shot","323427 Byte","223","text/html"
"https://www.latimes.com/espanol/mexico/articulo/2024-02-16/asesinan-a-activista-que-buscaba-a-su-hijo-en-mexico-es-el-2do-en-menos-de-una-semana","228327 Byte","97","text/html"
"https://www.latimes.com/sports/story/2024-02-17/patrick-cantlay-leads-genesis-invitational-third-round","317854 Byte","205","text/html"
"https://www.latimes.com/people/wendy-lee","280814 Byte","197","text/html"
"https://www.latimes.com/socalgetaways/story/2021-08-08/short-on-driving-long-on-fun-palm-springs-has-always-been-a-popular-desert-oasis","267730 Byte","183","text/html"
"https://www.latimes.com/california/story/2023-12-22/car-insurance-premiums-are-skyrocketing-what-drivers-can-do-about-it","318440 Byte","207","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2024-02-13/calvin-trillin-lede-review-story-collection","320633 Byte","205","text/html"
"https://www.latimes.com/about/pressreleases","399843 Byte","218","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2022-03-29/how-to-watch-reyna-grande-discuss-a-ballad-of-love-and-glory","309144 Byte","214","text/html"
"https://www.latimes.com/business/story/2023-12-13/tesla-recalls-2-million-vehicles-system-monitors-autopilot","341638 Byte","216","text/html"
"https://www.latimes.com/vegasguide/story/2023-04-13/amazing-spring-and-summer-alfresco-strip-dining-is-a-feast-for-the-senses","277942 Byte","189","text/html"
"https://www.latimes.com/business/story/2024-02-14/uber-and-lyft-drivers-plan-wildcat-strike-on-valentines-day","339793 Byte","226","text/html"
"https://www.latimes.com/sports/story/2021-04-11/hideki-matsuyama-masters-history-win-first-player-japan","329824 Byte","215","text/html"
"https://www.latimes.com/espanol/deportes/articulo/2024-02-17/taylor-swift-dona-100-000-dolares-a-familia-de-mujer-asesinada-en-desfile-de-los-chiefs","265695 Byte","107","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2024-02-12/super-bowl-ratings-taylor-swift-mahomes-kelce-cbs-chiefs-49ers","328940 Byte","218","text/html"
"https://www.latimes.com/vegasguide/story/2023-10-19/an-american-success-story-carrie-underwoods-fabulous-las-vegas-residency-continues","265754 Byte","183","text/html"
"https://www.latimes.com/california/story/2023-11-17/times-investigations-poor-housing-skid-row-landlords","346826 Byte","217","text/html"
"https://www.latimes.com/california/story/2024-01-02/california-retired-boxers-pension-primary-mission-failed","313478 Byte","200","text/html"
"https://www.latimes.com/vegasguide/story/2022-03-08/new-year-new-bar-mandalay-bays-s-bar-delights-with-sips-and-sups","266232 Byte","184","text/html"
"https://www.latimes.com/sports/hockey/ducks/story/2024-01-21/anaheim-ducks-new-york-rangers-recap","311249 Byte","205","text/html"
"https://www.latimes.com/bestcovery/contact-us","51006 Byte","23","text/html"
"https://www.latimes.com/entertainment-arts/tv","393330 Byte","220","text/html"
"https://www.latimes.com/lifestyle/story/2024-01-26/la-affairs-sean-orourke-would-our-long-distance-relationship-work-in-real-life","329008 Byte","209","text/html"
"https://www.latimes.com/environment/newsletter/2024-02-15/column-a-climate-voters-guide-to-the-california-senate-election-boiling-point","357956 Byte","228","text/html"
"https://www.latimes.com/sports/story/2024-02-17/letters-to-sports","293136 Byte","189","text/html"
"https://www.latimes.com/vegasguide/story/2023-04-13/el-cortez-home-of-original-vegas-sports-action","255169 Byte","182","text/html"
"https://www.latimes.com/california/story/2023-05-11/how-to-claim-california-boxing-pension","334007 Byte","212","text/html"
"https://www.latimes.com/california/story/2023-11-09/california-cannabis-deaths-father-and-son-mexico-murders-mendocino-county","471504 Byte","219","text/html"
"https://www.latimes.com/vegasguide/story/2022-06-09/the-hot-list-rarely-seen-worlds-an-american-vanderpump-in-paris-hot-dudes","266886 Byte","186","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2024-02-08/what-you-need-to-know-new-sports-streaming-service-fox-disney-espn-warner-bros","331333 Byte","209","text/html"
"https://www.latimes.com/espanol/vida-y-estilo/articulo/2023-12-25/sugerencias-para-reducir-el-estres-financiero-durante-las-festividades-navidenas","244736 Byte","99","text/html"
"https://www.latimes.com/sports/story/2024-02-13/tiger-woods-sun-day-red-brand-taylormade-golf-nike-genesis-invitational","334429 Byte","221","text/html"
"https://www.latimes.com/entertainment-arts/movies/story/2022-06-21/fire-island-hulu-joel-kim-booster-bowen-yang","368238 Byte","222","text/html"
"https://www.latimes.com/paid-posts/?ntv_acpl=1047465&ntv_acsc=0&ntv_ht=2yTFZQA&ntv_ot=0&ntv_ui=4e49efaf-f3a6-48cf-b953-96f50ed4746a&prx_t=gO4IA7TVlAqfsPA","223952 Byte","171","text/html"
"https://www.latimes.com/business/story/2024-01-05/ev-maker-lucid-illegally-fired-workers-for-auto-union-support-u-s-labor-board-alleges","310334 Byte","206","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2021-06-29/michele-harper-er-the-beauty-in-breaking","303754 Byte","216","text/html"
"https://www.latimes.com/newsroom-directory","354502 Byte","627","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2023-12-12/poet-lee-herrick-la-times-book-club-night","308758 Byte","209","text/html"
"https://www.latimes.com/california/story/2024-02-02/tesla-settles-for-1-5-million-after-allegations-of-illegally-disposing-hazardous-waste-near-fremont-factory","323969 Byte","209","text/html"
"https://www.latimes.com/socalgetaways","319431 Byte","190","text/html"
"https://www.latimes.com/food/list/best-los-angeles-cocktails-coffee-tea-wine-beer-drinks","468869 Byte","228","text/html"
"https://www.latimes.com/sports/sparks/story/2023-09-10/los-angeles-sparks-seattle-storm-wnba-game-recap","298227 Byte","200","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2024-02-13/why-bob-igers-second-tenure-is-looking-brighter-after-a-rough-start","366409 Byte","223","text/html"
"https://www.latimes.com/espanol/eeuu","326571 Byte","117","text/html"
"https://www.latimes.com/vegasguide/story/2023-04-13/organic-chemistry-combines-kelly-clarkson-at-planet-hollywoods-bakkt-theater-an-exclusive-show-experience","259394 Byte","182","text/html"
"https://www.latimes.com/california/story/2023-10-19/restraint-psychiatric-patients-hospital-investigation-data","336833 Byte","213","text/html"
"https://www.latimes.com/california/story/2023-06-22/mexico-joins-effort-to-locate-retired-boxers-owed-california-pensions","340748 Byte","214","text/html"
"https://www.latimes.com/vegasguide/story/2022-03-09/the-worlds-largest-sportsbook-the-worlds-and-so-much-more-at-circa-las-vegas","256136 Byte","182","text/html"
"https://www.latimes.com/sports/hockey/ducks/story/2024-01-20/anaheim-ducks-san-jose-sharks-recap","310843 Byte","203","text/html"
"https://www.latimes.com/bestcovery/","92575 Byte","56","text/html"
"https://www.latimes.com/world-nation/story/2024-02-16/alexei-navalny-imprisoned-putin-critic-dies","350481 Byte","206","text/html"
"https://www.latimes.com/business/story/2024-02-11/how-this-heir-can-head-off-challenges-to-her-mothers-estate","323082 Byte","211","text/html"
"https://www.latimes.com/sports/clippers","393726 Byte","218","text/html"
"https://www.latimes.com/sports/hockey/ducks/story/2024-01-11/anaheim-ducks-struggle-loss-carolina-hurricanes","310122 Byte","205","text/html"
"https://www.latimes.com/bestcovery/tech","145692 Byte","67","text/html"
"https://www.latimes.com/brandpublishing/las-vegas-guide/story/2021-09-29/journey-the-las-vegas-residency","256152 Byte","182","text/html"
"https://www.latimes.com/topic/boxing","388753 Byte","211","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2023-11-08/bret-saxon-producer-fraud-lawsuits-mel-gibson-jessica-simpson","383829 Byte","200","text/html"
"https://www.latimes.com/vegasguide/story/2023-10-19/lido-shuffle-the-showgirl-show-may-be-history-but-the-signage-shines-bright-at-the-neon-museum","265943 Byte","183","text/html"
"https://www.latimes.com/specialsupplements/story/2023-11-05/a-canon-explorer-of-light-views-severe-storms-through-a-unique-lends-and-an-advanced-camera","316219 Byte","185","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2024-02-15/russell-simmons-sued-for-defamation-by-former-def-jam-executive-who-accused-him-of-sexual-assault","323796 Byte","211","text/html"
"https://www.latimes.com/sports/sparks/story/2023-10-15/sparks-forward-nneka-ogwumike-chosen-to-all-wnba-team","300810 Byte","203","text/html"
"https://www.latimes.com/food/story/2022-04-28/ponchos-tlayudas-review-addison","322331 Byte","204","text/html"
"https://www.latimes.com/vegasguide/story/2023-04-13/need-for-speed-vegas-gets-its-own-gp-during-novembers-f1-main-event","263330 Byte","181","text/html"
"https://www.latimes.com/business/story/2024-02-02/tesla-recalls-more-than-2-million-vehicles-for-software-update-to-fix-warning-lights-that-are-too-small","331607 Byte","213","text/html"
"https://www.latimes.com/entertainment-arts/story/2024-02-18/george-santos-lawsuit-late-night-host-jimmy-kimmel-videos","317875 Byte","206","text/html"
"https://www.latimes.com/environment/story/2024-01-26/california-board-approves-ev-charging-plan-despite-complaints","336473 Byte","202","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2024-01-03/dean-koontz-bad-weather-friend","347567 Byte","215","text/html"
"https://www.latimes.com/food/newsletter/2023-02-04/cantonese-french-toast-needle-silver-lake-tasting-notes","317864 Byte","215","text/html"
"https://www.latimes.com/paid-posts/?ntv_acpl=1047465&ntv_acsc=0&ntv_ht=7b_rYwA&ntv_ot=0&ntv_ui=686ed238-1d6a-40e6-86b4-ed087e91e490&prx_t=KbsHAT5lWAqfsPA","223952 Byte","171","text/html"
"https://www.latimes.com/sports/sparks/story/2023-09-22/sparks-stars-jordin-canada-nneka-ogwumike-wnba-all-defensive-team","301418 Byte","203","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2024-02-08/warner-music-group-wmg-layoffs-600-employees-robert-kyncl","334038 Byte","212","text/html"
"https://www.latimes.com/vegasguide/story/2022-03-09/encore-theater","258031 Byte","183","text/html"
"https://www.latimes.com/seniorresources/story/2023-10-06/medicare-advantage-enrollment-is-up-in-socal-and-nationwide-and-with-it-more-options-are-becoming-available","264477 Byte","181","text/html"
"https://www.latimes.com/california/story/2023-10-10/newsom-signs-bill-that-requires-csu-to-report-sexual-harassment-data-following-times-reports","336808 Byte","218","text/html"
"https://www.latimes.com/archives/la-xpm-1987-03-08-me-13698-story.html","318343 Byte","199","text/html"
"https://www.latimes.com/bestcovery/terms-use","92452 Byte","23","text/html"
"https://www.latimes.com/vegasguide/story/2023-04-13/game-time-the-vegas-social-sports-scene-continues-to-grow-with-flight-club","266765 Byte","185","text/html"
"https://www.latimes.com/sports/hockey/ducks/story/2024-01-09/ducks-predators-recap","299368 Byte","200","text/html"
"https://www.latimes.com/travel/story/2024-02-15/slime-museum-sloomoo-institute-los-angeles","351191 Byte","218","text/html"
"https://www.latimes.com/lifestyle/story/2024-02-16/la-affairs-jessica-amento-processing-grief-was-painful-i-turned-to-dating-apps","342673 Byte","212","text/html"
"https://www.latimes.com/topic/earthquakes","382975 Byte","223","text/html"
"https://www.latimes.com/sports/soccer","362066 Byte","206","text/html"
"https://www.latimes.com/vegasguide/story/2022-10-19/game-on-find-out-if-youre-major-league-gamer-material-at-hyperx-arena-las-vegas","266242 Byte","184","text/html"
"https://www.latimes.com/bestcovery/best-office-chairs","118280 Byte","54","text/html"
"https://www.latimes.com/food/story/2023-06-19/best-mariscos-los-angeles-loreto-el-muelle-8-downey","340077 Byte","226","text/html"
"https://www.latimes.com/california/story/2023-12-07/spending-by-kevin-mccarthys-leadership-pac","390933 Byte","216","text/html"
"https://www.latimes.com/b2bpublishing/story/2024-01-23/start-the-new-year-with-50-off-sams-club-membership","268717 Byte","184","text/html"
"https://www.latimes.com/brandpublishing/las-vegas-guide/story/2021-09-29/john-fogerty-returns-to-wynn-las-vegas","256427 Byte","182","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2024-02-08/sean-mcmanus-nfl-super-bowl-cbs-sports-49ers-kansas-city-chiefs","358692 Byte","228","text/html"
"https://www.latimes.com/sports/story/2023-10-08/wnba-finals-viewership-growth-earnings-revenue-potential","341012 Byte","220","text/html"
"https://www.latimes.com/vegasguide/story/2023-04-13/a-suite-view-the-palms-villas-and-suites-are-the-best-lookout-in-vegas","268980 Byte","185","text/html"
"https://www.latimes.com/food/story/2023-06-13/gilberto-cetina-holbox-los-angeles-times-2023-restaurant-of-the-year","369440 Byte","209","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2022-12-08/celeste-ng-book-club-watch","303797 Byte","210","text/html"
"https://www.latimes.com/business/story/2023-12-22/engine-maker-cummins-agrees-to-pay-1-67-billion-to-settle-claims-it-bypassed-emissions-tests","305192 Byte","201","text/html"
"https://www.latimes.com/entertainment-arts/very-important-questions-festival-of-books-i-swear-politics-is-messier-than-my-minivan-123","297670 Byte","198","text/html"
"https://www.latimes.com/about/reading-by-9","336889 Byte","205","text/html"
"https://www.latimes.com/travel/list/silver-lake-neighborhood-guide-things-to-do","532520 Byte","279","text/html"
"https://www.latimes.com/bestcovery/why-the-right-showerhead-can-make-all-the-difference","72477 Byte","39","text/html"
"https://www.latimes.com/brandpublishing/story/2021-11-15/the-flavors-of-a-nation-while-unique-japanese-cuisine-features-many-familiar-ingredients","264647 Byte","182","text/html"
"https://www.latimes.com/sports/sparks/story/2023-08-27/sparks-six-game-winning-streak-ends-sun","306674 Byte","207","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2024-02-13/disneyland-character-performers-union","315507 Byte","210","text/html"
"https://www.latimes.com/vegasguide/story/2022-03-08/true-love-multi-hyphenate-artist-john-legend-brings-his-unique-sound-and-style-to-vegas","262667 Byte","181","text/html"
"https://www.latimes.com/b2bpublishing/story/2023-11-22/save-big-this-holiday-with-nordstrom-rack-friday-deals","303108 Byte","204","text/html"
"https://www.latimes.com/california/story/2023-12-14/csu-board-of-trustees-failed-to-prevent-sexual-harassment-crisis","394319 Byte","240","text/html"
"https://www.latimes.com/people/danielle-dorsey","280024 Byte","197","text/html"
"https://www.latimes.com/bestcovery/home","137243 Byte","70","text/html"
"https://www.latimes.com/brandpublishing/las-vegas-guide/story/2021-09-29/global-superstar-celine-dion-brings-her-residency-back-to-the-las-vegas-strip","263748 Byte","183","text/html"
"https://www.latimes.com/sports/story/2023-02-20/nba-all-star-game-problem-lack-of-competitiveness","326164 Byte","209","text/html"
"https://www.latimes.com/bestcovery/about-us","62006 Byte","23","text/html"
"https://www.latimes.com/world-nation/story/2024-02-18/detecting-russian-carrots-and-tea-bags-ukraine-decodes-enemy-chatter-to-save-lives","334736 Byte","206","text/html"
"https://www.latimes.com/topic/mental-health","384538 Byte","219","text/html"
"https://www.latimes.com/california/story/2023-10-06/la-me-postal-service-violence-compton","335417 Byte","207","text/html"
"https://www.latimes.com/vegasguide/story/2023-10-19/at-their-new-flagship-location-the-museum-of-illusions-offers-magic-in-the-air","269051 Byte","184","text/html"
"https://www.latimes.com/bestcovery/electronics","146230 Byte","83","text/html"
"https://www.latimes.com/people/christopher-reynolds","280511 Byte","195","text/html"
"https://www.latimes.com/california/story/2021-12-15/investigative-reporting-from-2021","556231 Byte","282","text/html"
"https://www.latimes.com/b2bpublishing/business-announcements/story/2023-05-15/the-rise-of-derek-moneyberg-inside-the-world-of-a-leading-wealth-coach-and-entrepreneur","262310 Byte","184","text/html"
"https://www.latimes.com/brandpublishing/las-vegas-guide/story/2021-09-29/the-hot-list-holiday-in-vegas","264208 Byte","186","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2024-02-14/disney-puts-abc-news-under-tv-networks-business-head-debra-oconnell","313115 Byte","208","text/html"
"https://www.latimes.com/sports/sparks/story/2023-08-30/los-angeles-jordin-canada-sparks-wnba-playoff-chase","334744 Byte","211","text/html"
"https://www.latimes.com/delos/list/poetas-poetry-night-open-mic-los-angeles-bookstores","411396 Byte","216","text/html"
"https://www.latimes.com/bestcovery/things-to-always-include-in-your-morning-routine","73606 Byte","44","text/html"
"https://www.latimes.com/sports/dodgers","391786 Byte","217","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2024-01-25/taylor-swift-fans-slam-spread-nsfw-ai-images","350935 Byte","229","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2024-02-12/q-a-amitav-ghosh-smoke-and-ashes","327901 Byte","205","text/html"
"https://www.latimes.com/topic/la-times-today","356016 Byte","203","text/html"
"https://www.latimes.com/business/story/2024-01-29/chronological-feeds-algorithmic-feeds-kids-california","317211 Byte","207","text/html"
"https://www.latimes.com/bestcovery/expert/seth-light","53711 Byte","25","text/html"
"https://www.latimes.com/delos/story/2024-01-22/eladio-carrion-sol-maria-latin-grammy-kids-sitcom","360583 Byte","204","text/html"
"https://www.latimes.com/sports/sparks/story/2023-09-07/los-angeles-sparks-new-york-liberty-wnba","308972 Byte","203","text/html"
"https://www.latimes.com/vegasguide/story/2022-03-08/secrets-revealed-david-copperfields-history-of-magic-takes-readers-inside-illusionists-museum","267911 Byte","184","text/html"
"https://www.latimes.com/people/thomas-curwen","284768 Byte","195","text/html"
"https://www.latimes.com/b2bpublishing/giving-back-philanthropy-issue-2023/story/2023-12-13/a-beacon-of-hope-the-play-equity-funds-quest-to-level-the-playing-field","296620 Byte","180","text/html"
"https://www.latimes.com/california/story/2023-12-05/after-times-investigation-l-a-county-seeks-to-add-kennels-review-policies-at-animal-shelters","356358 Byte","218","text/html"
"https://www.latimes.com/travel/list/inglewood-los-angeles-guide-things-to-do","631124 Byte","281","text/html"
"https://www.latimes.com/bestcovery/health-beauty","138743 Byte","68","text/html"
"https://www.latimes.com/vegasguide/story/2023-04-13/punks-not-dead-its-anarchy-in-the-l-v-at-vegas-newest-museum","265449 Byte","183","text/html"
"https://www.latimes.com/food/recipes","384021 Byte","205","text/html"
"https://www.latimes.com/people/mackenzie-mays","282488 Byte","195","text/html"
"https://www.latimes.com/food/list/new-los-angeles-restaurants-from-101-guide-try-now","606475 Byte","275","text/html"
"https://www.latimes.com/sports/olympics","393125 Byte","218","text/html"
"https://www.latimes.com/vegasguide/story/2022-10-19/a-modern-legend-in-vegas-spiegelworlds-ross-mollison-looks-back-on-10-years-in-sin-city-and-whats-next","268267 Byte","182","text/html"
"https://www.latimes.com/bestcovery/best-electric-pencil-sharpener","136327 Byte","71","text/html"
"https://www.latimes.com/opinion/story/2023-12-30/does-anyone-want-the-california-bullet-train","321244 Byte","207","text/html"
"https://www.latimes.com/bestcovery/vitamix-propel-510-blender-review","77562 Byte","40","text/html"
"https://www.latimes.com/seniorresources/story/2023-10-06/how-to-choose-the-medicare-plan-you-deserve","260043 Byte","181","text/html"
"https://www.latimes.com/california/story/2024-02-12/after-a-brief-reprieve-more-wet-weather-is-on-the-way-for-southern-california","331783 Byte","217","text/html"
"https://www.latimes.com/vegasguide/story/2022-10-20/vegas-hot-list-brunch-a-theatrical-spa-yacht-rock","265727 Byte","186","text/html"
"https://www.latimes.com/sports/sparks/story/2024-02-01/sparks-trade-aari-mcdonald-jordin-canada","303257 Byte","204","text/html"
"https://www.latimes.com/delos/newsletter/2024-02-15/latinx-files-art-laboe-old-school-becky-lu-latinx-files","312749 Byte","205","text/html"
"https://www.latimes.com/bestcovery/best-light-therapy-products","86452 Byte","50","text/html"
"https://www.latimes.com/business/technology/0000018d-6ac8-d56d-a9cf-7efe58660000-123","244632 Byte","176","text/html"
"https://www.latimes.com/b2bpublishing","392523 Byte","228","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2024-02-05/tania-de-rozario-dinner-on-monster-island-review","327007 Byte","207","text/html"
"https://www.latimes.com/sports/story/2024-02-15/photos-shohei-ohtani-welcomed-by-fans-in-phoenix","354405 Byte","204","text/html"
"https://www.latimes.com/world-nation/story/2024-01-19/the-vaticans-top-expert-on-ai-ethics-is-a-friar-from-a-medieval-franciscan-order","313076 Byte","200","text/html"
"https://www.latimes.com/bestcovery/best-facial-shaver","98433 Byte","51","text/html"
"https://www.latimes.com/delos/story/2024-01-29/comic-what-does-it-mean-to-be-the-american-cousin-immigrant-venezuela-primos","352493 Byte","201","text/html"
"https://www.latimes.com/sports/sparks/story/2023-12-10/indiana-fever-sparks-wnba-lottery-draft","312786 Byte","204","text/html"
"https://www.latimes.com/vegasguide/story/2022-03-09/resale-therapy-shop-til-you-drop-at-these-local-treasures","267649 Byte","186","text/html"
"https://www.latimes.com/california/story/2024-02-05/stunning-rain-mudslides-flooding-thrash-southern-california-dangerous-storm-isnt-done","386342 Byte","246","text/html"
"https://www.latimes.com/bestcovery/hvac","125379 Byte","63","text/html"
"https://www.latimes.com/b2bpublishing/giving-back-philanthropy-issue-2023/story/2023-12-13/giving-is-good-for-your-health","268982 Byte","183","text/html"
"https://www.latimes.com/opinion/h23muuy2en4-123","236627 Byte","178","text/html"
"https://www.latimes.com/bestcovery/standing-desk-comparison-and-review?00000178-fa75-d563-a1f9-ffffbcf00000-page=2","91502 Byte","47","text/html"
"https://www.latimes.com/vegasguide/story/2022-03-09/visit-omega-mart-the-no-1-shopping-destination-in-the-worlds","262657 Byte","183","text/html"
"https://www.latimes.com/lifestyle","508943 Byte","273","text/html"
"https://www.latimes.com/environment/story/2023-12-31/holiday-food-and-packing-waste-are-clogging-landfills","380887 Byte","215","text/html"
"https://www.latimes.com/business/story/2023-12-21/were-your-holiday-deliveries-stolen-what-you-can-do-about-porch-piracy","335081 Byte","214","text/html"
"https://www.latimes.com/environment/story/2024-01-18/health-costs-of-plastics-run-250-billion-a-year","340844 Byte","202","text/html"
"https://www.latimes.com/sports/lakers/story/2024-02-16/allie-clifton-lakers-broadcast-first-woman-call-game-stu-lantz","324265 Byte","218","text/html"
"https://www.latimes.com/vegasguide/story/2022-10-20/el-cortez-hotel-casino-celebrates-80-years-with-stunning-renovations-and-one-very-adult-change","267162 Byte","184","text/html"
"https://www.latimes.com/bestcovery/sports","127406 Byte","77","text/html"
"https://www.latimes.com/opinion/jixyj4w9jcm-123","236132 Byte","177","text/html"
"https://www.latimes.com/b2bpublishing/story/2023-11-09/shop-the-aliexpress-11-11-sale","263894 Byte","183","text/html"
"https://www.latimes.com/bestcovery/?0000016e-6649-d2e1-a3fe-76490a400000-page=2&utm_campaign=bestcovery&utm_medium=homepagebarker&utm_source=on_site","92561 Byte","55","text/html"
"https://www.latimes.com/vegasguide/story/2022-03-08/sky-high-aria-already-an-ultra-luxe-destination-soars-even-higher-with-redesigned-suites","261891 Byte","182","text/html"
"https://www.latimes.com/vegasguide/story/2022-03-09/going-mad-in-vegas-college-basketball-superfans-can-catch-all-the-action-on-the-strip","262237 Byte","181","text/html"
"https://www.latimes.com/sports/sparks/story/2023-09-05/los-angeles-sparks-connecticut-sun-wnba-recap","306857 Byte","209","text/html"
"https://www.latimes.com/delos/story/2024-01-09/books-latino-authors-mental-health-well-being","377175 Byte","216","text/html"
"https://www.latimes.com/bestcovery/manscaped-lawn-mower-4-0-review?_amp=true","102015 Byte","35","text/html"
"https://www.latimes.com/lifestyle/story/2024-01-31/lanny-smoot-disney-inventor-holotile-floor","347307 Byte","220","text/html"
"https://www.latimes.com/california/story/2024-02-14/winter-storm-damage-lower-property-taxes-los-angeles-california","326629 Byte","224","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2022-01-25/book-club-stephanie-land-maid-watch","314663 Byte","216","text/html"
"https://www.latimes.com/lifestyle/list/where-to-listen-to-jazz-in-los-angeles","524876 Byte","268","text/html"
"https://www.latimes.com/politics/story/2024-01-23/california-marianne-williamson-biden-new-hampshire","349184 Byte","220","text/html"
"https://www.latimes.com/delos/story/2024-01-12/latino-vote-go-2024-trump-biden","389878 Byte","233","text/html"
"https://www.latimes.com/sports/sparks/story/2024-01-09/sparks-introduce-their-new-general-manager","321753 Byte","210","text/html"
"https://www.latimes.com/vegasguide/story/2022-10-19/seasons-greetings-from-sin-city-skip-the-flight-home-and-hit-the-strip-instead","271923 Byte","188","text/html"
"https://www.latimes.com/opinion/story/2024-02-05/california-bryan-johnson-longevity-wellness-anti-aging","358387 Byte","233","text/html"
"https://www.latimes.com/topic/unshaken","404263 Byte","226","text/html"
"https://www.latimes.com/vegasguide/story/2022-10-20/gone-to-the-dogs-bring-your-pup-to-vegas-for-a-pet-cation","260188 Byte","185","text/html"
"https://www.latimes.com/b2bpublishing/business-announcements/story/2023-05-24/uigi-social-clubs-premium-card-hosts-l-a-and-cancun-launch-celebrations","261169 Byte","183","text/html"
"https://www.latimes.com/opinion/ixakkn3nryq-123","237719 Byte","179","text/html"
"https://www.latimes.com/sports/highschool/story/2024-02-13/prep-baseball","309474 Byte","207","text/html"
"https://www.latimes.com/california/story/2024-02-01/2024-california-election-29th-congressional-district-rivas-duenas-bernal-primary-voter-guide","392867 Byte","224","text/html"
"https://www.latimes.com/brandpublishing/las-vegas-guide/story/2021-09-29/resorts-world-las-vegas-adds-a-gleaming-hotel-tower-ultra-modern-luxury-to-the-strip","262272 Byte","181","text/html"
"https://www.latimes.com/california/story/2023-10-17/a-sacramento-mother-and-two-sons-plead-guilty-in-600-million-catalytic-converter-conspiracy","325244 Byte","210","text/html"
"https://www.latimes.com/espanol/privacidad","311295 Byte","83","text/html"
"https://www.latimes.com/entertainment-arts/tv/story/2024-01-04/sydney-freeland-marvel-echo","337415 Byte","223","text/html"
"https://www.latimes.com/california/story/2024-02-01/2024-california-election-assembly-district-52-caloza-carrillo-giron-ruiz-primary-voter-guide","411015 Byte","235","text/html"
"https://www.latimes.com/sports/highschool/story/2024-02-18/los-angeles-times-high-school-baseball-top-25-rankings","304352 Byte","203","text/html"
"https://www.latimes.com/0000018a-fe37-d3ff-a3fa-fff71ec50000-123","242300 Byte","178","text/html"
