"URL","Size","# of Outlinks","Content-Type"
"https://www.latimes.com/california/story/2022-06-17/jacarandas-southern-california-hate","332178 Byte","225","text/html"
"https://www.latimes.com/world-nation/story/2023-11-17/biden-signs-bill-averting-government-shutdown-for-now","305948 Byte","204","text/html"
"https://www.latimes.com/sports/hockey/kings/story/2023-12-23/quinton-byfield-trevor-moore-kings-flames","311893 Byte","208","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2024-02-04/clive-davis-pre-grammy-gala-stevie-wonder-jelly-roll-ice-spice-green-day","369451 Byte","231","text/html"
"https://www.latimes.com/entertainment-arts/awards/z0enowb2-k-123","238916 Byte","180","text/html"
"https://www.latimes.com/entertainment-arts/linoleum-very-important-questions-123","300195 Byte","199","text/html"
"https://www.latimes.com/entertainment-arts/awards/story/2024-01-15/diversity-makes-a-comeback-among-the-emmy-performance-winners","319527 Byte","218","text/html"
"https://www.latimes.com/sports/story/2022-07-18/mlb-home-run-derby-after-effects-players","353188 Byte","222","text/html"
"https://www.latimes.com/california/story/2023-01-22/monterey-park-lunar-new-year-shattered","343670 Byte","234","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2023-04-18/frank-ocean-coachella-set-performance-justin-bieber","353181 Byte","227","text/html"
"https://www.latimes.com/world-nation/story/2023-11-20/who-is-argentinas-trump-loving-culture-warring-libertarian-president-elect","331791 Byte","207","text/html"
"https://www.latimes.com/lifestyle/story/2021-06-14/la-hm-plants-nelson-zepequeno","389874 Byte","228","text/html"
"https://www.latimes.com/california/story/2023-01-25/california-gun-laws-monterey-park-mass-shooting-lunar-new-year","354576 Byte","234","text/html"
"https://www.latimes.com/entertainment-arts/tv/story/2022-01-06/elmo-rocko-video-viral-twitter-sesame-street","358243 Byte","225","text/html"
"https://www.latimes.com/entertainment-arts/tv/story/2024-01-15/sarah-snook-succession-emmy-lead-actress-drama","359699 Byte","226","text/html"
"https://www.latimes.com/sports/story/2022-07-20/mlb-all-star-game-dodgers-yankees-fans","348056 Byte","209","text/html"
"https://www.latimes.com/entertainment-arts/movies/newsletter/2022-03-18/indie-focus-master-deep-water-x-indie-focus","324367 Byte","227","text/html"
"https://www.latimes.com/science/story/2021-02-18/covid-19-questions-answered-vaccines-testing-masks-symptoms-more","509354 Byte","612","text/html"
"https://www.latimes.com/entertainment-arts/awards/story/2022-05-25/emmy-contenders-talk-discomfort-directors-in-our-roundtable","365425 Byte","240","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2024-02-04/trevor-noah-opening-monologue-taylor-swift-grammys-2024","358604 Byte","221","text/html"
"https://www.latimes.com/sports/hockey/kings/story/2023-12-05/kings-vs-columbus-blue-jackets-recap","298392 Byte","200","text/html"
"https://www.latimes.com/socal/daily-pilot/news/tn-dpt-xpm-2004-05-20-export2609-story.html","213687 Byte","81","text/html"
"https://www.latimes.com/travel/story/2022-06-23/grove-of-titans-redwoods-northern-california","379073 Byte","217","text/html"
"https://www.latimes.com/politics/story/2021-03-09/covid-bill-achieves-list-of-democratic-goals","344757 Byte","220","text/html"
"https://www.latimes.com/california/story/2022-01-15/sexual-assault-of-10-year-old-sparks-latest-criticism-of-l-a-district-attorneys-policies","334352 Byte","207","text/html"
"https://www.latimes.com/california/story/2023-08-28/head-of-l-a-county-d-a-s-union-becomes-latest-2024-challenger-to-george-gascon","353943 Byte","215","text/html"
"https://www.latimes.com/california/story/2023-06-05/dog-bites-mail-carriers-usps-report","317263 Byte","210","text/html"
"https://www.latimes.com/travel/story/2022-09-21/los-alamos-things-to-do-weekend-trip","462693 Byte","271","text/html"
"https://www.latimes.com/people/eli-stokols","279061 Byte","195","text/html"
"https://www.latimes.com/sports/highschool/story/2023-11-11/el-segundo-water-polo-team-undefeated-wins-division-3-championship","304728 Byte","207","text/html"
"https://www.latimes.com/entertainment-arts/awards/ooti9xuvtbe-123","237482 Byte","181","text/html"
"https://www.latimes.com/world-nation/story/2024-01-17/china-population-fall-second-straight-year-covid-restrictions-ended","321608 Byte","212","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2024-02-04/jay-z-beyonce-snub-recording-academy-grammys-2024","343917 Byte","217","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2023-03-13/sxsw-unexpected-banking-crisis-disrupts-tech-world-tradition","369158 Byte","228","text/html"
"https://www.latimes.com/sports/story/2022-07-18/all-star-mlb-home-run-derby-julio-rodriguez-pujols","312545 Byte","200","text/html"
"https://www.latimes.com/entertainment-arts/tv/story/2024-01-15/christina-applegate-mentions-illness-and-jokes-body-not-by-ozempic-at-the-emmys","355510 Byte","224","text/html"
"https://www.latimes.com/california/story/2023-01-25/three-mass-shootings-by-older-asian-men-asian-americans-grieve-and-wonder-why","364279 Byte","232","text/html"
"https://www.latimes.com/entertainment-arts/story/2023-12-12/former-playboy-model-holly-madison-shares-autism-diagnosis","320784 Byte","212","text/html"
"https://www.latimes.com/lifestyle/story/2022-11-22/shop-smarter-at-farmers-markets","334095 Byte","225","text/html"
"https://www.latimes.com/travel/newsletter/2022-11-10/rainy-hikes-safety-los-angeles-the-wild","345894 Byte","235","text/html"
"https://www.latimes.com/world-nation/story/2020-11-20/the-military-is-consolidating-power-in-mexico-like-never-before","350493 Byte","219","text/html"
"https://www.latimes.com/california/story/2023-01-24/monterey-park-shooting-lunar-new-year-gunman","361568 Byte","225","text/html"
"https://www.latimes.com/entertainment-arts/tv/story/2019-07-18/sesame-street-kennedy-center-honors","333902 Byte","215","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2024-01-16/fox-telecast-75th-emmy-awards-ratings-low","329995 Byte","215","text/html"
"https://www.latimes.com/california/story/2024-01-25/california-relaxes-covid-isolation-guidance-what-you-need-to-know","360231 Byte","234","text/html"
"https://www.latimes.com/sports/dodgers/story/2022-07-18/freddie-freeman-focus-dodgers-braves-mlb","342929 Byte","218","text/html"
"https://www.latimes.com/entertainment-arts/movies/story/2022-03-18/sxsw-film-festival-best-highlights-wrap","329037 Byte","215","text/html"
"https://www.latimes.com/entertainment-arts/business/story/2024-02-05/grammy-awards-watched-17-million-viewers-taylor-swift-celine-dion-cbs","326634 Byte","215","text/html"
"https://www.latimes.com/local/la-me-little-al-robles-20130614-dto-htmlstory.html","301859 Byte","205","text/html"
"https://www.latimes.com/california/story/2020-06-08/compton-cowboys-lead-car-caravan-through-city-to-protest-police-brutality","549602 Byte","292","text/html"
"https://www.latimes.com/entertainment-arts/awards/story/2023-06-20/showrunners-craig-mazin-bill-lawrence-janine-nabers-liz-tigelaar-ramy-youssef-john-hoffman","404409 Byte","214","text/html"
"https://www.latimes.com/travel/story/2021-12-24/how-the-watts-towers-were-born-and-how-they-got-to-be-100","384765 Byte","215","text/html"
"https://www.latimes.com/lifestyle/story/2023-06-20/rescue-dog-training-after-bite-attack-decompression-work","331514 Byte","198","text/html"
"https://www.latimes.com/politics/story/2021-03-11/biden-prepares-to-take-a-victory-lap","352416 Byte","225","text/html"
"https://www.latimes.com/california/story/2023-12-11/lawsuit-challenging-l-a-countys-new-limits-on-cash-bail-suffers-major-setback","330463 Byte","214","text/html"
"https://www.latimes.com/travel/story/2022-10-19/big-sur-history-river-inn-highway-1","461852 Byte","246","text/html"
"https://www.latimes.com/california/story/2024-01-10/aclu-report-california-police-k9-dogs-maulings","330703 Byte","209","text/html"
"https://www.latimes.com/environment/story/2023-12-05/los-angeles-city-council-rodeo-ban","347046 Byte","219","text/html"
"https://www.latimes.com/entertainment-arts/story/2021-09-06/michael-k-williams-actor-dies-emmy","328638 Byte","231","text/html"
"https://www.latimes.com/california/story/2023-09-01/heres-where-l-a-is-seeing-covid-outbreaks-this-summer","358007 Byte","227","text/html"
"https://www.latimes.com/sports/story/2024-02-15/caitlin-clark-breaks-breaks-all-time-scoring-record","332463 Byte","207","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2024-02-05/tracy-chapman-luke-combs-fast-car-grammys-2024-duet-charts","362277 Byte","236","text/html"
"https://www.latimes.com/world-nation/story/2023-12-08/prosecutors-in-guatemala-ask-court-to-lift-president-elects-immunity-oas-cites-coup-attempt","320706 Byte","206","text/html"
"https://www.latimes.com/sports/story/2022-07-18/ryan-helsley-atlanta-braves-chop-cherokee-nation-st-louis-cardinals","331646 Byte","216","text/html"
"https://www.latimes.com/entertainment-arts/tv/story/2024-01-15/matthew-perry-friends-in-memoriam-emmy-awards","354485 Byte","228","text/html"
"https://www.latimes.com/opinion/letters-to-the-editor/story/2024-01-18/anti-vaxxers-who-hate-californias-politics-are-leaving-fine","311351 Byte","202","text/html"
"https://www.latimes.com/world-nation/story/2023-05-02/loneliness-isolation-epidemic-u-s-surgeon-general-declares","337625 Byte","215","text/html"
"https://www.latimes.com/lifestyle/story/2022-12-29/gardening-experts-plan-for-drought-in-southern-california","446123 Byte","259","text/html"
"https://www.latimes.com/travel/newsletter/2022-08-31/wildlife-animals-hikes-los-angeles-the-wild","341340 Byte","255","text/html"
"https://www.latimes.com/lifestyle/story/2022-09-07/plant-chica-transforms-body-shop-into-plant-store-community-center","386890 Byte","222","text/html"
"https://www.latimes.com/opinion/story/2024-01-20/leaving-california-migration-insults","330351 Byte","215","text/html"
"https://www.latimes.com/entertainment-arts/story/2021-11-15/sesame-street-first-asian-american-muppet-ji-young","339033 Byte","212","text/html"
"https://www.latimes.com/entertainment-arts/tv/story/2024-01-15/who-is-the-emmys-goblin-trolling-the-awards-show-we-spoke-to-her-inside","343514 Byte","220","text/html"
"https://www.latimes.com/world-nation/story/2022-10-20/mexico-anti-racism-movement-protests-colorism","409245 Byte","214","text/html"
"https://www.latimes.com/sports/dodgers/story/2022-07-19/all-star-dodgers-mookie-betts-black-shirt-rachel-robinson","334804 Byte","219","text/html"
"https://www.latimes.com/entertainment-arts/tv/story/2024-02-05/kandi-burruss-leaving-rhoa-real-housewives-of-atlanta-grammys-andy-cohen","363116 Byte","228","text/html"
"https://www.latimes.com/sports/usc/story/2023-02-26/usc-coach-lindsay-gottlieb-family-basketball","440516 Byte","224","text/html"
"https://www.latimes.com/entertainment-arts/story/2023-09-22/compton-art-and-history-museum-creation","306374 Byte","195","text/html"
"https://www.latimes.com/california/story/2023-06-20/measles-cases-reported-in-californias-central-valley","334020 Byte","220","text/html"
"https://www.latimes.com/local/lanow/la-me-ln-robles-waterboard-20180525-story.html","298712 Byte","199","text/html"
"https://www.latimes.com/environment/story/2024-01-04/roaming-dog-packs-spell-trouble-for-rural-california","366836 Byte","209","text/html"
"https://www.latimes.com/california/story/2023-04-14/california-epic-snowpack-whitewater-rafting-season-for-the-ages","395056 Byte","218","text/html"
"https://www.latimes.com/opinion/story/2024-02-02/california-police-reform-traffic-stop-pretextual-racial-profiling-bias","325829 Byte","214","text/html"
"https://www.latimes.com/travel/la-tr-redwoods-postcards-mainbar-20140518-story.html","428388 Byte","238","text/html"
"https://www.latimes.com/california/story/2024-01-19/federal-highway-administration-bans-humorous-electronic-freeway-signs","315369 Byte","207","text/html"
"https://www.latimes.com/science/coronavirus-one-year-later","458921 Byte","245","text/html"
"https://www.latimes.com/entertainment-arts/books/newsletter/2021-03-06/viet-thanh-nguyen-the-committed-book-club","322172 Byte","229","text/html"
"https://www.latimes.com/world-nation/story/2022-02-25/russian-troops-tighten-net-kyiv-ukraine-invasion","357446 Byte","217","text/html"
"https://www.latimes.com/world/la-xpm-2012-aug-03-la-na-richardson-ethics-20120803-story.html","304825 Byte","201","text/html"
"https://www.latimes.com/sports/usc/story/2023-12-30/usc-juju-watkins-lebron-james-jewell-loyd","374219 Byte","219","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2020-06-08/excerpt-compton-cowboys-excerpt-walter-thompson-hernandez","323547 Byte","208","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2024-02-04/killer-mike-run-the-jewels-detained-crypto-arena-grammys-2024","345851 Byte","222","text/html"
"https://www.latimes.com/world/la-fg-mexico-election-20171211-story.html","317710 Byte","207","text/html"
"https://www.latimes.com/sports/angels/story/2022-07-18/shohei-ohtani-future-with-the-angels","332069 Byte","210","text/html"
"https://www.latimes.com/entertainment-arts/awards/newsletter/2024-01-19/envelope-newsletter-sundance-film-festival-emmys-the-envelope-glenns-edition","313263 Byte","221","text/html"
"https://www.latimes.com/california/story/2022-05-02/california-population-decline-inland-empire-growing","326506 Byte","207","text/html"
"https://www.latimes.com/entertainment-arts/story/2024-02-10/travis-taylor-super-bowl-the-pre-pre-gaming-begins","362342 Byte","224","text/html"
"https://www.latimes.com/lifestyle/story/2022-12-15/california-native-bee-photographer-krystle-hickman","433800 Byte","224","text/html"
"https://www.latimes.com/lifestyle/story/2021-07-12/hiking-etiquette-how-to-handle-awkward-moments-on-trails","333063 Byte","219","text/html"
"https://www.latimes.com/lifestyle/story/2023-01-12/want-glorious-spring-wildflowers-heres-what-you-should-scatter-right-now","362901 Byte","227","text/html"
"https://www.latimes.com/opinion/letters-to-the-editor/story/2024-02-11/travis-kelce-taylor-swift-trump-nfl-super-bowl","306767 Byte","203","text/html"
"https://www.latimes.com/world-nation/story/2023-08-07/la-fg-mexico-alina-self-defense","409479 Byte","212","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2024-01-10/the-weeks-bestselling-books-jan-14","310170 Byte","202","text/html"
"https://www.latimes.com/world-nation/story/2022-08-19/mexicos-president-vowed-to-end-the-drug-war-instead-hes-deployed-twice-as-many-troops-as-his-predecessors","353391 Byte","220","text/html"
"https://www.latimes.com/sports/story/2022-07-19/clayton-kershaw-mlb-all-star-game-giancarlo-stanton","355656 Byte","225","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2024-02-05/celine-dion-taylor-swift-grammys-snub-2024","370592 Byte","232","text/html"
"https://www.latimes.com/lifestyle/image/story/2022-08-15/friend-of-the-brand-building-block-transparent-purse-and-the-polarization-of-los-angeles-bag-culture","352055 Byte","203","text/html"
"https://www.latimes.com/entertainment-arts/books/newsletter/2020-05-09/book-club-newsletter-emily-st-john-mandel-5-9-book-club","300064 Byte","212","text/html"
"https://www.latimes.com/opinion/story/2023-11-13/ukraine-war-united-states-aid-kyiv-hamas-israel","340071 Byte","211","text/html"
"https://www.latimes.com/california/story/2021-02-09/sylmar-earthquake-1971-memories-los-angeles","312573 Byte","195","text/html"
"https://www.latimes.com/books/jacketcopy/la-ca-jc-viet-thanh-nguyen-20150412-story.html","313375 Byte","209","text/html"
"https://www.latimes.com/california/story/2023-04-15/column-drivers-have-road-rage-over-dmv-license-renewal-questions-some-would-prefer-driving-test","328462 Byte","214","text/html"
"https://www.latimes.com/food/story/2022-03-10/pappy-harriets-joshua-tree-national-park-bbq","356442 Byte","217","text/html"
"https://www.latimes.com/politics/story/2021-03-06/covid-19-relief-bill-questions-answers","327834 Byte","212","text/html"
"https://www.latimes.com/world-nation/story/2024-02-16/gun-rights-missouri-chiefs-super-bowl-parade-shooting","323676 Byte","213","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2021-03-01/viet-thanh-nguyen-the-committed-the-sympathizer","345967 Byte","216","text/html"
"https://www.latimes.com/world-nation/story/2021-12-08/whats-behind-russia-ukraine-tensions","339717 Byte","213","text/html"
"https://www.latimes.com/california/story/2021-02-09/50-years-ago-1971-sylmar-earthquake-shook-la","348740 Byte","225","text/html"
"https://www.latimes.com/opinion/letters-to-the-editor/story/2023-12-09/rodeos-are-animal-torture-and-deserve-to-be-banned","306348 Byte","202","text/html"
"https://www.latimes.com/lifestyle/image/story/2023-04-18/friend-of-the-brand-market-research-is-gucci-the-perfect-luggage-for-la-staycations","353540 Byte","208","text/html"
"https://www.latimes.com/california/story/2023-09-16/terror-of-long-covid-remains-common-even-as-pandemic-eases-data-show","351817 Byte","219","text/html"
"https://www.latimes.com/opinion/story/2023-12-28/democracy-election-authoritarianism-voting","336917 Byte","228","text/html"
"https://www.latimes.com/environment/story/2023-09-29/as-heat-waves-grip-pacific-what-happens-to-ocean-life","359842 Byte","209","text/html"
"https://www.latimes.com/travel/00000188-21ac-d81d-adfc-adfd68170001-123","246581 Byte","181","text/html"
"https://www.latimes.com/world-nation/story/2023-07-07/mexico-fentanyl-meth-epidemic-data-shows","423777 Byte","224","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2024-01-17/the-weeks-bestselling-books-jan-21","310036 Byte","202","text/html"
"https://www.latimes.com/opinion/letters-to-the-editor/story/2024-01-30/cars-have-gotten-too-big-mandate-speed-governors","308569 Byte","203","text/html"
"https://www.latimes.com/science/story/2024-01-07/questions-about-nasas-mars-sample-return-mission-put-jpl-jobs-in-jeopardy","330024 Byte","221","text/html"
"https://www.latimes.com/lifestyle/image/story/2022-12-07/styling-myself-is-there-a-proper-way-to-mix-eras-of-vintage-clothes","374008 Byte","211","text/html"
"https://www.latimes.com/people/matt-pawlik","276560 Byte","196","text/html"
"https://www.latimes.com/lifestyle/newsletter/2023-09-01/when-should-you-harvest-tomatoes-late-summer-fruits-vegetables-in-southern-california-lat-plants","418046 Byte","277","text/html"
"https://www.latimes.com/california/story/2023-06-02/how-common-is-long-covid-a-new-study-provides-fresh-clues","388790 Byte","233","text/html"
"https://www.latimes.com/lifestyle/image/story/2022-04-18/louis-vuitton-city-of-stars-friend-of-the-brand-review-what-does-an-l-a-night-smell-like","345568 Byte","206","text/html"
"https://www.latimes.com/delos/story/2023-11-21/how-mana-is-helping-l-a-street-vendors-this-thanksgiving","335741 Byte","207","text/html"
"https://www.latimes.com/world-nation/story/2023-11-21/ukrainian-refugees-fled-to-israel-another-war","338918 Byte","220","text/html"
"https://www.latimes.com/california/story/2024-01-01/earthquake-4-1-quake-shakes-near-rancho-palos-verdes","320263 Byte","214","text/html"
"https://www.latimes.com/lifestyle/story/2020-05-28/10-things-to-do-this-summer-to-create-an-outdoor-oasis","376675 Byte","272","text/html"
"https://www.latimes.com/archives/la-xpm-2004-feb-12-wk-fave12-story.html","285301 Byte","193","text/html"
"https://www.latimes.com/travel/story/2023-02-08/hike-tahquitz-canyon-palm-springs","435214 Byte","242","text/html"
"https://www.latimes.com/politics/story/2021-03-02/biden-says-u-s-will-have-vaccines-for-all-americans-by-may-earlier-than-projected","333126 Byte","210","text/html"
"https://www.latimes.com/home/la-lh-potted-cactus-care-tips-20130807-story.html","279663 Byte","197","text/html"
"https://www.latimes.com/sports/hockey/kings/story/2024-01-12/kings-struggles-seven-game-losing-streak","327832 Byte","213","text/html"
"https://www.latimes.com/california/story/2023-09-09/even-as-covid-19-rises-l-a-not-expecting-new-mask-rules","367428 Byte","234","text/html"
"https://www.latimes.com/entertainment/herocomplex/la-et-hc-pixar-pier-20180620-story.html","349403 Byte","215","text/html"
"https://www.latimes.com/lifestyle/image/story/2022-06-02/friend-of-the-brand-fashion-analysis-the-armani-jacket-is-the-unofficial-suit-coat-of-los-angeles","343087 Byte","211","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2023-11-17/taylor-swift-christ-the-redeemer-statue-brazil-philadelphia-radio-eagles-chiefs","362309 Byte","230","text/html"
"https://www.latimes.com/science/story/2023-05-11/what-you-need-to-know-to-stay-safe-from-covid-after-the-public-health-emergency-ends","414469 Byte","277","text/html"
"https://www.latimes.com/socal/daily-pilot/entertainment/story/2023-06-29/true-farm-to-table-experience-in-san-juan-capistrano","247448 Byte","94","text/html"
"https://www.latimes.com/lifestyle/image/story/2023-10-11/appreciation-of-valet-parking-in-los-angeles","390655 Byte","223","text/html"
"https://www.latimes.com/archives/blogs/nation-now/story/2011-08-11/bert-and-ernie-just-friends-not-gay-will-not-marry","258949 Byte","191","text/html"
"https://www.latimes.com/opinion/letters-to-the-editor/story/2023-10-12/dont-force-all-seniors-to-take-the-dmvs-ridiculous-written-test","311051 Byte","203","text/html"
"https://www.latimes.com/entertainment-arts/story/2024-01-23/kidney-stones-causes-treatment-prevention-drink-more-water","339932 Byte","218","text/html"
"https://www.latimes.com/california/story/2023-01-19/column-at-a-checkup-with-my-cardiologist-i-got-a-crash-course-on-how-to-stay-alive","343582 Byte","213","text/html"
"https://www.latimes.com/world-nation/story/2023-08-05/mexico-city-arrests-neighboring-states-attorney-general-alleging-femicide-coverup","363975 Byte","218","text/html"
"https://www.latimes.com/california/story/2023-05-17/column-martha-stewart-81-is-praised-as-sports-illustrateds-swimsuit-cover-model-is-this-a-good-thing","332348 Byte","212","text/html"
"https://www.latimes.com/science/story/2024-01-03/new-type-of-antibiotic-targets-drug-resistant-bugs","329810 Byte","216","text/html"
"https://www.latimes.com/california/story/2023-12-19/what-is-dooring-the-bicyclist-collision-that-killed-a-hollywood-producer","329232 Byte","200","text/html"
"https://www.latimes.com/lifestyle/image/story/2023-09-13/image-maker-leeann-huang-bright-fun-fashion-for-bleak-times","385544 Byte","215","text/html"
"https://www.latimes.com/california/story/2023-04-13/988-hotline-mental-health-crisis-system-police","405602 Byte","225","text/html"
"https://www.latimes.com/lifestyle/list/best-plant-nurseries-near-los-angeles","717335 Byte","317","text/html"
"https://www.latimes.com/world-nation/story/2023-05-05/who-downgrades-covid-pandemic-says-its-no-longer-emergency","313526 Byte","206","text/html"
"https://www.latimes.com/business/story/2023-08-20/a-health-crisis-brings-high-medical-bills-here-are-tips-for-deal-with-the-costs","321905 Byte","219","text/html"
"https://www.latimes.com/lifestyle/image/story/2022-07-28/adidas-slides-are-the-worlds-most-uncomfortable-sandals-that-refuse-to-die","340708 Byte","201","text/html"
"https://www.latimes.com/books/jacketcopy/la-ca-jc-william-finnegan-20150719-story.html","309644 Byte","204","text/html"
"https://www.latimes.com/opinion/story/2023-11-01/commentary-i-was-a-novid-until-i-wasnt","344232 Byte","215","text/html"
"https://www.latimes.com/lifestyle/story/2020-06-16/latinx-plants-los-angeles","355657 Byte","220","text/html"
"https://www.latimes.com/sports/hockey/kings/story/2023-12-28/adrian-kempe-scores-twice-kings-sharks-win","309305 Byte","206","text/html"
"https://www.latimes.com/lifestyle/story/2020-09-04/beginner-guide-griffith-park","393379 Byte","233","text/html"
"https://www.latimes.com/world-nation/story/2023-11-16/climate-change-is-hastening-the-demise-of-pacific-northwest-forests","327339 Byte","207","text/html"
"https://www.latimes.com/world-nation/story/2023-10-06/do-you-qualify-biden-student-debt-forgiveness-explained","325938 Byte","216","text/html"
"https://www.latimes.com/opinion/story/2023-06-05/covid-booster-deaths-protection-vulnerable-groups","330122 Byte","223","text/html"
"https://www.latimes.com/entertainment-arts/books/story/2023-10-19/she-spent-her-childhood-traveling-the-world-on-a-family-boat-it-felt-like-prison","352977 Byte","209","text/html"
"https://www.latimes.com/lifestyle/image/story/2022-11-09/friend-of-the-brand-ralph-lauren-california-and-the-prep-aesthetic","321131 Byte","203","text/html"
"https://www.latimes.com/opinion/story/2023-12-13/abortion-texas-kate-cox-trisomy-18","332522 Byte","217","text/html"
"https://www.latimes.com/opinion/story/2023-07-31/long-covid-prevalence-research-treatments","342879 Byte","226","text/html"
"https://www.latimes.com/lifestyle/story/2019-10-10/avenue33-urban-farm-grows-in-los-angeles","340096 Byte","221","text/html"
"https://www.latimes.com/entertainment-arts/story/2023-05-11/sesame-street-debuts-its-first-filipino-muppet-during-aapi-month-meet-tj","311057 Byte","210","text/html"
"https://www.latimes.com/california/story/2024-02-06/daylighting-a-new-law-that-california-drivers-must-know-to-avoid-a-ticket-next-year","316861 Byte","209","text/html"
"https://www.latimes.com/opinion/story/2023-10-13/california-housing-crisis-2023-bills","343274 Byte","226","text/html"
"https://www.latimes.com/california/story/2023-05-27/column-plant-by-plant-flower-by-flower-retiree-built-his-sanctuary-in-a-hidden-griffith-park-nook","361236 Byte","210","text/html"
"https://www.latimes.com/california/story/2023-06-03/column-her-grandmothers-illness-and-a-desire-to-fill-a-need-put-this-usc-student-on-track-to-serve-her-community","346351 Byte","214","text/html"
"https://www.latimes.com/world-nation/story/2020-09-09/growing-more-radical-mexican-feminists-seize-control-of-a-federal-building","330887 Byte","210","text/html"
"https://www.latimes.com/california/story/2023-01-18/new-california-duplex-law-housing-sb9-homeowners","347532 Byte","219","text/html"
"https://www.latimes.com/california/story/2023-06-20/glendale-school-board-meeting-once-again-ground-zero-for-dueling-lgbtq-protests","331554 Byte","209","text/html"
"https://www.latimes.com/politics/story/2023-09-06/poll-california-voters-biden-age-trump-legal-problems-presidential-race-primary","353329 Byte","223","text/html"
"https://www.latimes.com/entertainment/tv/la-et-st-sesame-street-game-of-thrones-westworld-20190418-story.html","338438 Byte","217","text/html"
"https://www.latimes.com/california/story/2022-03-09/p-22-mountain-lion-spotted-roaming-silver-lake","340868 Byte","219","text/html"
"https://www.latimes.com/world-nation/story/2024-01-03/in-texas-case-federal-appeals-panel-says-emergency-care-abortions-not-required-by-1986-law","315396 Byte","204","text/html"
"https://www.latimes.com/lifestyle/story/2021-05-29/container-gardening-how-to-grow-food-in-pots-on-your-balcony","383296 Byte","246","text/html"
"https://www.latimes.com/opinion/story/2023-11-27/los-angeles-housing-affordable-mayor-bass","336510 Byte","213","text/html"
"https://www.latimes.com/world-nation/story/2023-11-07/chinese-squid-ships-deckhands-pay-deadly-price","395448 Byte","209","text/html"
"https://www.latimes.com/sports/story/2024-02-11/super-bowl-2024-how-many-have-kansas-city-chiefs-won","312394 Byte","212","text/html"
"https://www.latimes.com/sports/sportsnow/la-sp-sn-nascar-kevin-harvick-vegas-20141201-story.html","300950 Byte","201","text/html"
"https://www.latimes.com/lifestyle/story/2022-11-30/native-plants-need-help-volunteer-opportunities","363608 Byte","251","text/html"
"https://www.latimes.com/world-nation/story/2023-12-22/convent-made-delicacies-a-christmas-favorite-help-monks-and-nuns-pay-the-bills","336862 Byte","206","text/html"
"https://www.latimes.com/world-nation/story/2023-11-29/venezuelas-planned-vote-over-territory-dispute-leaves-guyana-residents-on-edge","323473 Byte","207","text/html"
"https://www.latimes.com/sports/story/2022-06-12/nascar-clash-race-return-memorial-coliseum-next-year","321516 Byte","208","text/html"
"https://www.latimes.com/travel/story/2022-05-04/sea-ranch-travel-sonoma-coast","459562 Byte","249","text/html"
"https://www.latimes.com/entertainment-arts/music/story/2022-12-15/turnstile-grammy-nominations-awards-2023","364790 Byte","229","text/html"
"https://www.latimes.com/sports/story/2024-02-11/which-team-won-back-to-back-super-bowls-kansas-city-chiefs-patriots","312807 Byte","217","text/html"
"https://www.latimes.com/opinion/story/2023-10-27/homeless-housing-midvale-katy-yaroslavsky","331609 Byte","214","text/html"
"https://www.latimes.com/lifestyle/story/2020-03-06/build-rich-beautiful-soil-layer-your-yard-cardboard-seriously","336381 Byte","212","text/html"
"https://www.latimes.com/story/2022-12-17/stunning-photos-of-l-a-s-celebrity-mountain-lion","386313 Byte","209","text/html"
"https://www.latimes.com/politics/story/2023-12-13/supreme-court-agrees-to-rule-on-fdas-approval-of-abortion-pills-sent-by-mail","317416 Byte","205","text/html"
"https://www.latimes.com/entertainment-arts/story/2022-07-19/sesame-place-second-apology-rosita-viral-video-racism","341722 Byte","217","text/html"
"https://www.latimes.com/opinion/letters-to-the-editor/story/2023-09-22/letters-to-the-editor-colleges-should-tap-alumni-to-help-students-with-mental-health-issues","308031 Byte","203","text/html"
"https://www.latimes.com/opinion/story/2023-12-31/donald-trump-dictatorship-germany-1930s-threats-democracy","352436 Byte","210","text/html"
"https://www.latimes.com/entertainment/music/la-et-ms-wayne-kramer-mc5-20181003-story.html","350773 Byte","211","text/html"
"https://www.latimes.com/world-nation/story/2022-07-27/americans-are-flooding-mexico-city-some-mexicans-want-them-to-go-home","399203 Byte","221","text/html"
"https://www.latimes.com/california/story/2023-01-12/column-aging-older-population-opportunity","342325 Byte","216","text/html"
"https://www.latimes.com/obituaries/story/2022-04-18/mexicos-champion-of-the-disappeared-rosario-ibarra-dies","308462 Byte","200","text/html"
"https://www.latimes.com/opinion/story/2023-12-20/chickadees-birds-extreme-weather-climate-change","343730 Byte","227","text/html"
